tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,startdate,enddate
842,29:28.3,43:31.0,3163,Central Park West & W 68 St,40.7734066,-73.97782542,519,Pershing Square North,40.751873,-73.977706,17226,Subscriber,1983,1,8/1/2020,8/1/2020
1982,58:34.3,31:36.4,3328,W 100 St & Manhattan Ave,40.795,-73.9645,3328,W 100 St & Manhattan Ave,40.795,-73.9645,42676,Subscriber,1941,1,8/1/2020,8/1/2020
1480,59:28.7,24:09.1,317,E 6 St & Avenue B,40.72453734,-73.98185424,259,South St & Whitehall St,40.70122128,-74.01234218,39968,Subscriber,1959,2,8/1/2020,8/1/2020
377,05:32.9,11:49.9,3686,Gansevoort St & Hudson St,40.7394482,-74.00507033,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,37396,Subscriber,1988,1,8/1/2020,8/1/2020
3566,10:15.0,09:41.3,3373,3 St & 3 Ave,40.6750705,-73.98775226,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,32406,Subscriber,1991,1,8/1/2020,8/1/2020
86,22:58.7,24:25.4,453,W 22 St & 8 Ave,40.74475148,-73.99915362,494,W 26 St & 8 Ave,40.74734825,-73.99723551,14815,Subscriber,1973,1,8/1/2020,8/1/2020
269,28:57.8,33:27.7,3255,8 Ave & W 31 St,40.75058535,-73.99468482,267,Broadway & W 36 St,40.75097711,-73.98765428,41991,Subscriber,1996,1,8/1/2020,8/1/2020
947,35:37.1,51:25.0,3259,9 Ave & W 28 St,40.74937024,-73.99923384,411,E 6 St & Avenue D,40.72228087,-73.97668709,41934,Subscriber,1984,1,8/1/2020,8/1/2020
441,41:46.0,49:07.0,3786,Division St & Bowery,40.714193,-73.996732,502,Henry St & Grand St,40.714211,-73.981095,18703,Subscriber,1978,1,8/1/2020,8/1/2020
123,42:12.7,44:16.0,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,3723,Cadman Plaza E & Johnson St,40.69531728,-73.99015725,20320,Subscriber,1980,1,8/1/2020,8/1/2020
253,45:40.3,49:53.7,3161,W 76 St & Columbus Ave,40.78018397,-73.97728533,3158,W 63 St & Broadway,40.77163851,-73.98261428,41404,Subscriber,1992,1,8/1/2020,8/1/2020
315,52:05.8,57:21.0,462,W 22 St & 10 Ave,40.74691959,-74.00451887,3686,Gansevoort St & Hudson St,40.7394482,-74.00507033,25288,Subscriber,1967,2,8/1/2020,8/1/2020
2262,00:50.7,38:33.7,3768,Waterbury St & Stagg St,40.71019,-73.93734,3737,Stanton St & Norfolk St,40.720747,-73.986274,37858,Subscriber,1993,2,8/1/2020,8/1/2020
1109,04:44.5,23:14.2,4014,Riverside Dr & W 148 St,40.829114,-73.950426,3295,Central Park W & W 96 St,40.79127,-73.964839,19573,Subscriber,1978,1,8/1/2020,8/1/2020
1513,11:15.9,36:28.9,3867,Somers St & Broadway,40.67945,-73.90474,3096,Union Ave & N 12 St,40.71924,-73.95242,40943,Customer,1997,1,8/1/2020,8/1/2020
2293,11:18.4,49:31.5,3934,St Nicholas Ave & E 134 St,40.816234,-73.948222,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,34314,Subscriber,1984,1,8/1/2020,8/1/2020
1129,23:48.3,42:37.4,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,484,W 44 St & 5 Ave,40.75500254,-73.98014437,20817,Subscriber,1993,2,8/1/2020,8/1/2020
1804,24:17.8,54:21.9,518,E 39 St & 2 Ave,40.74780373,-73.9734419,268,Howard St & Centre St,40.71910537,-73.99973337,43854,Subscriber,1985,2,8/1/2020,8/1/2020
596,26:45.1,36:41.1,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,509,9 Ave & W 22 St,40.7454973,-74.00197139,32805,Subscriber,1996,1,8/1/2020,8/1/2020
1106,34:33.8,53:00.4,229,Great Jones St,40.72743423,-73.99379025,2008,Little West St & 1 Pl,40.70569254,-74.01677685,33664,Customer,1991,1,8/1/2020,8/1/2020
423,35:28.7,42:32.5,3323,W 106 St & Central Park West,40.7981856,-73.9605909,3226,W 82 St & Central Park West,40.78275,-73.97137,43006,Subscriber,1985,1,8/1/2020,8/1/2020
771,40:23.7,53:15.1,499,Broadway & W 60 St,40.76915505,-73.98191841,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,27542,Subscriber,1986,1,8/1/2020,8/1/2020
317,40:28.6,45:46.2,297,E 15 St & 3 Ave,40.734232,-73.986923,487,E 20 St & FDR Drive,40.73314259,-73.97573881,42284,Subscriber,1962,1,8/1/2020,8/1/2020
456,42:33.2,50:09.3,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,44930,Subscriber,1992,1,8/1/2020,8/1/2020
2057,59:19.5,33:36.7,3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,3158,W 63 St & Broadway,40.77163851,-73.98261428,43848,Customer,1990,1,8/1/2020,8/1/2020
208,02:27.3,05:55.9,3718,E 11 St & Avenue B,40.72746421,-73.97950418,326,E 11 St & 1 Ave,40.72953837,-73.98426726,33372,Subscriber,1977,2,8/1/2020,8/1/2020
1530,09:00.2,34:30.5,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,3611,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,37590,Subscriber,1990,1,8/1/2020,8/1/2020
806,09:21.8,22:48.6,3738,Delancey St & Eldridge St,40.719383,-73.991479,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,43496,Customer,1989,1,8/1/2020,8/1/2020
4002,15:00.1,21:42.7,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,3300,Prospect Park West & 8 St,40.66514682,-73.97637606,30064,Subscriber,1992,1,8/1/2020,8/1/2020
2147,17:01.4,52:48.6,3165,Central Park West & W 72 St,40.77579377,-73.97620574,499,Broadway & W 60 St,40.76915505,-73.98191841,42784,Subscriber,1983,1,8/1/2020,8/1/2020
1038,23:57.9,41:16.0,2003,1 Ave & E 18 St,40.73381219,-73.98054421,4044,8 Ave & W 38 St,40.75461,-73.99177,42284,Customer,1993,1,8/1/2020,8/1/2020
370,29:18.9,35:29.5,3137,5 Ave & E 73 St,40.77282817,-73.96685276,468,Broadway & W 56 St,40.7652654,-73.98192338,35806,Subscriber,1957,2,8/1/2020,8/1/2020
264,35:25.3,39:50.3,3108,Nassau Ave & Russell St,40.72557,-73.94434,3727,Frost St & Meeker Ave,40.71766197,-73.94880027,44033,Customer,1991,2,8/1/2020,8/1/2020
464,38:58.4,46:42.8,508,W 46 St & 11 Ave,40.76341379,-73.99667444,490,8 Ave & W 33 St,40.751551,-73.993934,15164,Subscriber,1979,1,8/1/2020,8/1/2020
69,40:52.3,42:02.3,3143,5 Ave & E 78 St,40.77632142,-73.96427393,3143,5 Ave & E 78 St,40.77632142,-73.96427393,20983,Subscriber,1990,1,8/1/2020,8/1/2020
1874,44:03.9,15:18.1,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3320,Central Park West & W 100 St,40.79406661,-73.96286845,16795,Customer,1969,0,8/1/2020,8/1/2020
1943,44:11.8,16:35.1,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3618,27 St & Hunter St,40.7485,-73.941275,15718,Customer,1969,0,8/1/2020,8/1/2020
452,44:16.5,51:49.2,3109,Banker St & Meserole Ave,40.72606,-73.95621,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,41962,Subscriber,1995,2,8/1/2020,8/1/2020
291,47:32.9,52:24.3,3409,Bergen St & Smith St,40.6867443,-73.99063168,3412,Pacific St & Nevins St,40.6853761,-73.98302136,43710,Subscriber,1962,1,8/1/2020,8/1/2020
906,47:41.8,02:48.1,3602,31 Ave & 34 St,40.763154,-73.920827,3128,21 St & 43 Ave,40.75052534,-73.94594845,36591,Subscriber,1984,2,8/1/2020,8/1/2020
4363,57:02.0,09:45.2,3596,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,3596,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,41723,Subscriber,1980,2,8/1/2020,8/1/2020
413,00:43.9,07:37.1,262,Washington Park,40.6917823,-73.9737299,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,39738,Customer,1993,2,8/1/2020,8/1/2020
1304,04:25.8,26:10.7,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,37311,Subscriber,1964,2,8/1/2020,8/1/2020
168,08:18.6,11:07.0,340,Madison St & Clinton St,40.71269042,-73.98776323,350,Clinton St & Grand St,40.71559509,-73.9870295,15754,Subscriber,1976,1,8/1/2020,8/1/2020
1560,09:22.7,35:23.0,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,42344,Subscriber,1991,1,8/1/2020,8/1/2020
168,10:59.3,13:47.9,2009,Catherine St & Monroe St,40.71117444,-73.99682619,355,Bayard St & Baxter St,40.71602118,-73.99974372,16997,Subscriber,1940,2,8/1/2020,8/1/2020
3554,11:19.7,10:34.5,3992,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,36224,Subscriber,1989,2,8/1/2020,8/1/2020
948,18:20.9,34:09.0,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,3398,Smith St & 9 St,40.6746957,-73.99785768,39747,Subscriber,1997,2,8/1/2020,8/1/2020
296,24:13.9,29:10.4,82,St James Pl & Pearl St,40.71117416,-74.00016545,408,Market St & Cherry St,40.71076228,-73.99400398,43656,Subscriber,1983,1,8/1/2020,8/1/2020
935,27:59.8,43:35.1,515,W 43 St & 10 Ave,40.76009437,-73.99461843,503,E 20 St & Park Ave,40.73827428,-73.98751968,18366,Subscriber,1986,2,8/1/2020,8/1/2020
1018,30:15.5,47:13.7,3182,Yankee Ferry Terminal,40.686931,-74.016966,3479,Picnic Point,40.6851256,-74.02535319,40275,Customer,1993,2,8/1/2020,8/1/2020
7260,33:07.1,34:07.5,2009,Catherine St & Monroe St,40.71117444,-73.99682619,342,Columbia St & Rivington St,40.71739973,-73.98016555,37102,Subscriber,1976,2,8/1/2020,8/1/2020
923,36:33.8,51:57.2,453,W 22 St & 8 Ave,40.74475148,-73.99915362,229,Great Jones St,40.72743423,-73.99379025,26150,Subscriber,1994,1,8/1/2020,8/1/2020
5385,42:27.3,12:12.7,3182,Yankee Ferry Terminal,40.686931,-74.016966,3182,Yankee Ferry Terminal,40.686931,-74.016966,21326,Subscriber,1986,2,8/1/2020,8/1/2020
775,42:34.3,55:29.7,532,S 5 Pl & S 5 St,40.710451,-73.960876,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,42019,Customer,1969,0,8/1/2020,8/1/2020
508,46:26.6,54:54.6,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,448,W 37 St & 10 Ave,40.75660359,-73.9979009,37855,Customer,1969,0,8/1/2020,8/1/2020
818,48:37.7,02:16.0,238,Bank St & Washington St,40.7361967,-74.00859207,497,E 17 St & Broadway,40.73704984,-73.99009296,16093,Subscriber,1994,1,8/1/2020,8/1/2020
3550,54:24.6,53:35.0,474,5 Ave & E 29 St,40.7451677,-73.98683077,3322,12 St & 4 Ave,40.668603,-73.9904394,42614,Subscriber,1978,1,8/1/2020,8/1/2020
731,00:22.6,12:33.6,501,FDR Drive & E 35 St,40.744219,-73.97121214,519,Pershing Square North,40.751873,-73.977706,27158,Subscriber,1989,2,8/1/2020,8/1/2020
320,00:42.8,06:03.1,3757,Stagg St & Morgan Ave,40.710681,-73.93372,3758,George St & Wilson Ave,40.702997,-73.92997,20043,Customer,1990,1,8/1/2020,8/1/2020
282,02:55.7,07:38.5,3259,9 Ave & W 28 St,40.74937024,-73.99923384,434,9 Ave & W 18 St,40.74317449,-74.00366443,42633,Subscriber,1989,1,8/1/2020,8/1/2020
1382,04:41.9,27:44.1,3951,E 141 St & St Ann's Ave,40.808633,-73.916124,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,40961,Customer,1995,1,8/1/2020,8/1/2020
336,05:23.8,11:00.1,3409,Bergen St & Smith St,40.6867443,-73.99063168,3311,Columbia St & Kane St,40.68763155,-74.0016256,45577,Subscriber,1990,1,8/1/2020,8/1/2020
2532,08:17.9,50:30.3,3400,E 110 St & Madison Ave,40.7961535,-73.94782145,468,Broadway & W 56 St,40.7652654,-73.98192338,37294,Customer,2001,1,8/1/2020,8/1/2020
898,17:59.2,32:57.8,432,E 7 St & Avenue A,40.72621788,-73.98379855,445,E 10 St & Avenue A,40.72740794,-73.98142006,42474,Subscriber,1959,1,8/1/2020,8/1/2020
350,18:09.9,24:00.3,446,W 24 St & 7 Ave,40.74487634,-73.99529885,402,Broadway & E 22 St,40.7403432,-73.98955109,24861,Subscriber,1994,1,8/1/2020,8/1/2020
1942,18:38.6,51:01.5,3282,5 Ave & E 88 St,40.78307,-73.95939,487,E 20 St & FDR Drive,40.73314259,-73.97573881,20253,Subscriber,1966,2,8/1/2020,8/1/2020
341,19:13.8,24:55.4,504,1 Ave & E 16 St,40.73221853,-73.98165557,507,E 25 St & 2 Ave,40.73912601,-73.97973776,39103,Subscriber,1984,1,8/1/2020,8/1/2020
779,21:42.1,34:41.4,3999,Adam Clayton Powell Blvd & W 138 St,40.81695971,-73.94229591,3945,Amsterdam Ave & W 136 St,40.819746,-73.951819,30773,Customer,1992,2,8/1/2020,8/1/2020
240,22:40.4,26:40.7,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,390,Duffield St & Willoughby St,40.69221589,-73.9842844,29767,Subscriber,1987,1,8/1/2020,8/1/2020
1398,22:59.4,46:17.8,442,W 27 St & 7 Ave,40.746647,-73.993915,3231,E 67 St & Park Ave,40.7678008,-73.96592081,29814,Customer,1969,0,8/1/2020,8/1/2020
3024,23:40.4,14:05.1,3524,19 St & 24 Ave,40.7774552,-73.9225403,3572,34 Ave & 38 St,40.756913,-73.921631,44526,Customer,1969,0,8/1/2020,8/1/2020
1761,25:18.4,54:40.1,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,3096,Union Ave & N 12 St,40.71924,-73.95242,34993,Subscriber,1989,1,8/1/2020,8/1/2020
1948,33:18.6,05:47.0,239,Willoughby St & Fleet St,40.69196566,-73.9813018,3919,Wall St & South St,40.70437,-74.00637,30361,Subscriber,1992,1,8/1/2020,8/1/2020
74,36:05.7,37:20.4,297,E 15 St & 3 Ave,40.734232,-73.986923,297,E 15 St & 3 Ave,40.734232,-73.986923,33120,Subscriber,1974,2,8/1/2020,8/1/2020
318,37:13.8,42:32.3,531,Forsyth St & Broome St,40.71893904,-73.99266288,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,20002,Subscriber,1986,1,8/1/2020,8/1/2020
1243,40:38.3,01:21.8,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,516,E 47 St & 1 Ave,40.75206862,-73.96784384,42961,Subscriber,1984,1,8/1/2020,8/1/2020
1868,43:12.7,14:21.1,3435,Grand St & Elizabeth St,40.718822,-73.99596,513,W 56 St & 10 Ave,40.768254,-73.988639,38525,Subscriber,1988,1,8/1/2020,8/1/2020
1909,43:44.6,15:34.4,315,South St & Gouverneur Ln,40.70355377,-74.00670227,301,E 2 St & Avenue B,40.72217444,-73.98368779,44868,Subscriber,1958,2,8/1/2020,8/1/2020
1657,45:23.7,13:01.5,3739,Perry St & Greenwich Ave,40.735918,-74.000939,328,Watts St & Greenwich St,40.72405549,-74.00965965,39406,Customer,1969,0,8/1/2020,8/1/2020
1329,55:02.2,17:11.2,349,Rivington St & Ridge St,40.71850211,-73.98329859,531,Forsyth St & Broome St,40.71893904,-73.99266288,41693,Subscriber,1996,1,8/1/2020,8/1/2020
2668,55:25.7,39:54.5,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,35097,Customer,1969,0,8/1/2020,8/1/2020
1454,56:17.8,20:32.7,501,FDR Drive & E 35 St,40.744219,-73.97121214,291,Madison St & Montgomery St,40.713126,-73.984844,35862,Customer,1997,2,8/1/2020,8/1/2020
513,04:02.5,12:36.0,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3668,Leonard St & Nassau Ave,40.72395678,-73.94984365,41965,Subscriber,1992,1,8/1/2020,8/1/2020
1323,05:12.5,27:15.6,262,Washington Park,40.6917823,-73.9737299,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,39230,Subscriber,1972,1,8/1/2020,8/1/2020
343,05:33.8,11:17.5,3142,1 Ave & E 62 St,40.7612274,-73.96094022,385,E 55 St & 2 Ave,40.75797322,-73.96603308,29997,Subscriber,1984,1,8/1/2020,8/1/2020
579,07:50.0,17:29.4,3540,Morningside Ave & W 123 St,40.81,-73.9551508,3494,E 115 St & Lexington Ave,40.797911,-73.9423,40139,Subscriber,1989,2,8/1/2020,8/1/2020
1275,08:31.9,29:47.7,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3521,Lenox Ave & W 111 St,40.7987859,-73.9523,42548,Customer,1997,1,8/1/2020,8/1/2020
466,10:12.0,17:58.6,3092,Berry St & N 8 St,40.7190095,-73.95852515,3115,India St & Manhattan Ave,40.73232194,-73.9550858,38597,Subscriber,1985,2,8/1/2020,8/1/2020
694,12:03.0,23:37.2,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,3134,3 Ave & E 62 St,40.76312584,-73.96526895,42693,Subscriber,1970,2,8/1/2020,8/1/2020
738,15:02.1,27:20.5,3714,Division Ave & Hooper St,40.70684203,-73.9544354,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,38807,Customer,1988,1,8/1/2020,8/1/2020
785,19:35.7,32:41.6,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,305,E 58 St & 3 Ave,40.76095756,-73.96724467,27865,Subscriber,1983,1,8/1/2020,8/1/2020
636,20:17.0,30:53.8,2008,Little West St & 1 Pl,40.70569254,-74.01677685,309,Murray St & West St,40.7149787,-74.013012,18192,Subscriber,1982,1,8/1/2020,8/1/2020
744,25:28.9,37:53.6,497,E 17 St & Broadway,40.73704984,-73.99009296,2010,Grand St & Greene St,40.72170005,-74.00238141,42812,Customer,1969,0,8/1/2020,8/1/2020
111,30:52.8,32:44.1,3759,Irving Ave & Jefferson St,40.70538,-73.92535,3763,Wyckoff Av & Jefferson St,40.707165,-73.923711,32678,Subscriber,1987,1,8/1/2020,8/1/2020
1592,38:55.2,05:27.4,3718,E 11 St & Avenue B,40.72746421,-73.97950418,362,Broadway & W 37 St,40.75172632,-73.98753523,40332,Customer,1995,2,8/1/2020,8/1/2020
2574,40:01.9,22:56.4,127,Barrow St & Hudson St,40.73172428,-74.00674436,363,West Thames St,40.70834698,-74.01713445,45440,Customer,1971,2,8/1/2020,8/1/2020
338,42:07.8,47:45.8,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,44368,Subscriber,1990,1,8/1/2020,8/1/2020
870,43:12.8,57:43.8,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,3641,Broadway & W 25 St,40.74286877,-73.98918629,32674,Subscriber,1994,1,8/1/2020,8/1/2020
244,44:33.7,48:38.6,3740,W Broadway & W Houston St,40.726378,-74.000472,335,Washington Pl & Broadway,40.72903917,-73.99404649,44361,Subscriber,1964,1,8/1/2020,8/1/2020
411,45:30.7,52:22.1,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3366,West End Ave & W 107 St,40.8021174,-73.96818053,33000,Subscriber,1962,1,8/1/2020,8/1/2020
1401,47:31.1,10:52.4,3842,Bushwick Ave & Dekalb Ave,40.69502,-73.92825,3755,DeKalb Ave & Franklin Ave,40.69064807,-73.95746179,19559,Subscriber,1987,1,8/1/2020,8/1/2020
530,47:36.5,56:26.7,250,Lafayette St & Jersey St,40.72456089,-73.99565293,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,14738,Customer,1969,0,8/1/2020,8/1/2020
1254,47:42.8,08:37.3,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,33886,Customer,1977,2,8/1/2020,8/1/2020
1408,49:51.5,13:20.2,3646,35 Ave & 10 St,40.76315482,-73.9398551,3526,31 St & 23 Ave,40.7747878,-73.9125551,15055,Customer,1969,0,8/1/2020,8/1/2020
2962,49:57.3,39:19.5,3166,Riverside Dr & W 72 St,40.78057799,-73.98562431,534,Water - Whitehall Plaza,40.70255065,-74.0127234,38189,Customer,1969,0,8/1/2020,8/1/2020
588,50:54.0,00:42.3,3377,Carroll St & Bond St,40.6786115,-73.99037292,3368,5 Ave & 3 St,40.6728155,-73.98352355,42876,Customer,1969,0,8/1/2020,8/1/2020
1256,53:00.1,13:56.5,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,19048,Customer,1969,0,8/1/2020,8/1/2020
368,54:26.7,00:34.8,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,3295,Central Park W & W 96 St,40.79127,-73.964839,42989,Subscriber,1975,1,8/1/2020,8/1/2020
213,54:35.9,58:09.4,471,Grand St & Havemeyer St,40.71286844,-73.95698119,3077,Stagg St & Union Ave,40.70877084,-73.95095259,28738,Subscriber,1987,2,8/1/2020,8/1/2020
1868,56:14.2,27:22.4,289,Monroe St & Classon Ave,40.6845683,-73.95881081,3452,Bayard St & Leonard St,40.71915572,-73.94885391,17993,Subscriber,1985,2,8/1/2020,8/1/2020
992,56:50.4,13:22.7,228,E 48 St & 3 Ave,40.7546011,-73.97187886,3226,W 82 St & Central Park West,40.78275,-73.97137,36667,Customer,1992,1,8/1/2020,8/1/2020
